1001 MARCASSIN DR ,-92.24961484,38.93836646,CO
1001 MARTIN DR ,-92.37494906,38.94305736,CO
1001 MAULLER RD W,-92.3527831,39.03214422,CO
1001 OLD 63  S,-92.30744663,38.93707464,CO
1001 OLD PLANK RD W,-92.35826422,38.88469832,CO
1001 OLIVET RD S,-92.22842144,38.9374448,CO
1001 PARK DE VILLE PL ,-92.38435579,38.9622381,CO
1001 PHEASANT RUN DR ,-92.30150254,38.93734923,CO
1001 PLYMOUTH DR ,-92.3840077,38.94466771,CO
1001 PROSPECT ST ,-92.35329169,38.94383166,CO
1001 RAINBOW TROUT CIR ,-92.40985199,38.94599328,CO
1001 RANGE LINE ST ,-92.32499256,38.96128931,CO
1001 ROGERS ST ,-92.32641377,38.95740583,CO
1001 ROLLINGWOOD DR ,-92.35331032,38.9205996,CO
1001 ROUTE K  W,-92.35767787,38.87417276,CO
1001 ROYAL BIRKDALE DR ,-92.35439672,38.90342111,CO
1001 SHALIMAR DR E,-92.3262469,39.00634899,CO
1001 SHEFFIELD CT ,-92.35461953,38.90241252,CO
1001 STADIUM BLVD E,-92.32581247,38.93548246,CO
1001 STRATON DR ,-92.40706218,38.94544367,CO
1001 SYCAMORE LN ,-92.35397993,38.91807309,CO
1001 TROBRIDGE RD W,-92.35281288,39.04011463,CO
1001 UNIVERSITY AVE ,-92.32614082,38.94671626,CO
1001 WALNUT ST E,-92.32613024,38.95276459,CO
1001 WESLEY ST ,-92.12900113,39.20278201,CE
1001 WEST BLVD N,-92.35315238,38.96415429,CO
1001 WESTPORT DR ,-92.38518195,38.9447037,CO
1001 WESTWINDS DR ,-92.35343514,38.9413967,CO
1001 WILKES BLVD ,-92.32589887,38.9602882,CO
1001 WILLOWCREEK LN ,-92.355352,38.9060377,CO
1001 WORLEY ST W,-92.35324253,38.96001631,CO
1001 WORSTELL LN W,-92.35206028,39.06139248,CO
10010 LOGAN RD E,-92.1880321,38.84980841,CO
10010 OLDEN RD N,-92.41383562,39.07473761,HR
1002 BROADWAY  W,-92.353259,38.9519506,CO
1002 BROOK TROUT CT ,-92.40766721,38.94525809,CO
1002 CLAUDELL LN ,-92.36546362,38.96335027,CO
1002 CLAYTON ST ,-92.3495802,38.96399318,CO
1002 COOPER DR ,-92.32844965,38.90830992,CO
1002 COWAN DR ,-92.36114442,38.94360304,CO
1002 DANFORTH DR ,-92.30332904,38.93730303,CO
1002 DOLLY VARDEN DR ,-92.41247268,38.94569393,CO
1002 EASTLAND CIR ,-92.30023312,38.96124173,CO
1002 EIGHTH ST N,-92.32595749,38.96161715,CO
1002 ELLETA BLVD ,-92.32464957,38.9748325,CO
1002 FAIRVIEW RD S,-92.3806412,38.94320362,CO
1002 FAY ST ,-92.3223685,38.96132043,CO
1002 FOX HOLLOW RD E,-92.33344966,38.78043723,HB
1002 GARTH AVE N,-92.33848901,38.96255027,CO
1002 GOLDEN TROUT CT ,-92.40231911,38.94470365,CO
1002 GREENWOOD AVE S,-92.35043439,38.94101802,CO
1002 HARDIN ST ,-92.35083568,38.96387083,CO
1002 JEFFERSON ST ,-92.34305153,38.96261118,CO
1002 JEFFERSON ST S,-92.1339558,39.19668189,CE
